Complex,Yeast_Balanced,Yeast_Concordant,Yeast_Singleton,Yeast_Total,Yeast_Dominant,Yeast_Score,Outgroup_Balanced,Outgroup_Concordant,Outgroup_Singleton,Outgroup_Total,Outgroup_Dominant,Outgroup_Score
M_s_0769__91__lp__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_1187__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0209__91__c__93__+M_s_0456__91__c__93__+M_s_0794__91__c__93__+M_s_1203__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1045__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_2963__91__lp__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0145__91__m__93__+M_s_1210__91__m__93__+M_s_1326__91__m__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3551__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0015__91__c__93__+M_s_0423__91__c__93__+M_s_0633__91__c__93__+M_s_0794__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0458__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_0039__91__m__93__+M_s_0799__91__m__93__+M_s_1214__91__m__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3053__91__lp__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0796__91__e__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0925__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_0423__91__c__93__+M_s_0633__91__c__93__+M_s_1428__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0625__91__c__93__+M_s_0794__91__c__93__+M_s_1212__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0299__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0794__91__c__93__+M_s_3801__91__c__93__,0,332,0,332,Concordant,1.0,1,10,0,11,Concordant,0.9090909090909091
M_s_0295__91__c__93__+M_s_0794__91__c__93__+M_s_1212__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3049__91__lp__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0434__91__c__93__+M_s_0557__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_3214__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_3023__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0794__91__c__93__+M_s_4110__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_4166__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
2_M_s_0633__91__c__93__+M_s_1207__91__c__93__+M_s_1447__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0120__91__c__93__+M_s_0325__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0126__91__c__93__+M_s_0803__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3545__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0796__91__e__93__+M_s_1057__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0434__91__c__93__+M_s_0529__91__c__93__+M_s_4191__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
0.744046022_M_s_3712__91__erm__93__+0.56493352_M_s_3743__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0635__91__lp__93__+M_s_2842__91__lp__93__+M_s_2845__91__lp__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1449__91__c__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_2785__91__erm__93__+M_s_3011__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0190__91__c__93__+M_s_0633__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2785__91__erm__93__+M_s_3016__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0145__91__m__93__+M_s_0993__91__m__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0423__91__c__93__+M_s_0633__91__c__93__+M_s_1561__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
0.770127262_M_s_3711__91__erm__93__+0.56493352_M_s_3743__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
0.760088782_M_s_3711__91__erm__93__+0.25642888_M_s_3740__91__c__93__+0.28246676_M_s_3743__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_1322__91__c__93__+M_s_3559__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0834__91__m__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0423__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0796__91__e__93__+M_s_4080__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0794__91__c__93__+M_s_1268__91__m__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0796__91__e__93__+M_s_4160__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0550__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0163__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_1275__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0210__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0018__91__c__93__+M_s_0394__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0796__91__e__93__+M_s_1022__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1000__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_4153__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_3033__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0645__91__c__93__+M_s_0743__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0434__91__c__93__+M_s_1394__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0993__91__m__93__+M_s_1182__91__m__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
0.689954382_M_s_3712__91__erm__93__+0.25642888_M_s_3740__91__c__93__+0.254413_M_s_3741__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0531__91__lp__93__+M_s_2963__91__lp__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
0.718008142_M_s_3712__91__erm__93__+0.25642888_M_s_3740__91__c__93__+0.28246676_M_s_3743__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_4080__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3555__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3038__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0176__91__c__93__+M_s_0182__91__m__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0394__91__c__93__+M_s_0794__91__c__93__+M_s_1322__91__c__93__+M_s_1364__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2783__91__erm__93__+M_s_3183__91__erm__93__+M_s_3184__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2783__91__erm__93__+M_s_3183__91__erm__93__+M_s_3206__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3339__91__ce__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_3017__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_4163__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2852__91__lp__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_3506__91__c__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_0394__91__c__93__+M_s_0794__91__c__93__+M_s_1238__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3040__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_1267__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1288__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_0423__91__c__93__+M_s_0633__91__c__93__+M_s_1533__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2843__91__lp__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2785__91__erm__93__+M_s_3031__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_4200__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_0182__91__m__93__+M_s_1182__91__m__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0393__91__c__93__+M_s_0739__91__c__93__+2_M_s_0794__91__c__93__+M_s_1322__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2847__91__lp__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0393__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0633__91__c__93__+M_s_0745__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0434__91__c__93__+M_s_0999__91__c__93__+M_s_1590__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2785__91__erm__93__+M_s_3014__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2783__91__erm__93__+M_s_3183__91__erm__93__+M_s_3201__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0956__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0461__91__n__93__+M_s_0808__91__n__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
0.88544916_M_s_3713__91__erm__93__+0.84740028_M_s_3743__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_1030__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
0.742073502_M_s_3711__91__erm__93__+0.254413_M_s_3741__91__c__93__+0.28246676_M_s_3743__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_3195__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0517__91__m__93__+M_s_0807__91__m__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_2785__91__erm__93__+M_s_3018__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0529__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0795__91__er__93__+M_s_1213__91__er__93__+M_s_1276__91__er__93__+M_s_1448__91__er__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3182__91__erm__93__+M_s_3198__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3500__91__c__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_3778__91__c__93__,0,332,0,332,Concordant,1.0,1,10,0,11,Concordant,0.9090909090909091
M_s_0667__91__er__93__+M_s_1208__91__er__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2973__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_3031__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0409__91__c__93__+M_s_0794__91__c__93__+M_s_1538__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0176__91__c__93__+M_s_0991__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3018__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0068__91__m__93__+M_s_1200__91__m__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0327__91__c__93__+M_s_0633__91__c__93__+M_s_0991__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0201__91__c__93__+M_s_0394__91__c__93__+M_s_0794__91__c__93__,0,332,0,332,Concordant,1.0,0,10,1,11,Concordant,0.9090909090909091
M_s_1571__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_1426__91__c__93__,0,332,0,332,Concordant,1.0,0,9,2,11,Concordant,0.8181818181818182
M_s_0450__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3041__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0796__91__e__93__+M_s_4111__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3720__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_4093__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3027__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0753__91__v__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0633__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_3045__91__lp__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0001__91__ce__93__+M_s_0794__91__c__93__+M_s_1538__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0118__91__c__93__+M_s_0794__91__c__93__+M_s_0803__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0296__91__c__93__+M_s_0794__91__c__93__+M_s_1212__91__c__93__+M_s_1275__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0794__91__c__93__+M_s_4079__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2783__91__erm__93__+M_s_3183__91__erm__93__+M_s_3188__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2965__91__lp__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3026__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_2967__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_3032__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0796__91__e__93__+M_s_1041__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0700__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1058__91__m__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0796__91__e__93__+M_s_4142__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3036__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_3327__91__ce__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
0.8573954_M_s_3713__91__erm__93__+0.254413_M_s_3741__91__c__93__+0.56493352_M_s_3743__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_2785__91__erm__93__+M_s_3033__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0434__91__c__93__+M_s_1048__91__c__93__+M_s_1610__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1046__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3055__91__lp__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0531__91__lp__93__+M_s_2965__91__lp__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0442__91__c__93__+M_s_0803__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0796__91__e__93__+M_s_4137__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0180__91__c__93__+M_s_1011__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0434__91__c__93__+M_s_0969__91__c__93__+M_s_1585__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3504__91__c__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
3_M_s_0794__91__c__93__+M_s_1006__91__c__93__+2_M_s_1203__91__c__93__,0,332,0,332,Concordant,1.0,0,10,1,11,Concordant,0.9090909090909091
M_s_3182__91__erm__93__+M_s_3201__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
55.3_M_s_0434__91__c__93__+55.3_M_s_0803__91__c__93__+M_s_1096__91__c__93__+M_s_3717__91__c__93__+M_s_3718__91__c__93__+M_s_3719__91__c__93__+M_s_3720__91__c__93__+M_s_4205__91__c__93__+M_s_4206__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2850__91__lp__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0312__91__c__93__+M_s_0999__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3042__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_3502__91__c__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_4156__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0803__91__c__93__+M_s_1010__91__c__93__+2_M_s_1198__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0413__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_0391__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_3442__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2970__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_2785__91__erm__93__+M_s_2831__91__erm__93__+M_s_2835__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0726__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_3549__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0836__91__m__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0004__91__ce__93__+M_s_0794__91__c__93__+M_s_1538__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0067__91__e__93__+M_s_0180__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2785__91__erm__93__+M_s_3012__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0324__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0796__91__e__93__+M_s_1000__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2781__91__erm__93__+M_s_2833__91__erm__93__+M_s_2834__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0516__91__c__93__+M_s_0803__91__c__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_0394__91__c__93__+M_s_0568__91__c__93__+M_s_0794__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0725__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_2964__91__lp__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0796__91__e__93__+M_s_4204__91__e__93__,0,332,0,332,Concordant,1.0,1,10,0,11,Concordant,0.9090909090909091
M_s_0146__91__m__93__+M_s_0799__91__m__93__+M_s_1214__91__m__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0394__91__c__93__+M_s_0753__91__v__93__+M_s_0794__91__c__93__+M_s_1322__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0796__91__e__93__+M_s_4148__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0412__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0794__91__c__93__+M_s_0955__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0531__91__lp__93__+M_s_2840__91__lp__93__+M_s_2844__91__lp__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3182__91__erm__93__+M_s_3184__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3037__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_1346__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2834__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0796__91__e__93__+M_s_4135__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3746__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2785__91__erm__93__+M_s_3013__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3182__91__erm__93__+M_s_3199__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0039__91__m__93__+M_s_0460__91__m__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0180__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0796__91__e__93__+M_s_4141__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0018__91__c__93__+M_s_0434__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_4172__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_0434__91__c__93__+M_s_0955__91__c__93__+M_s_1582__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0262__91__c__93__+M_s_0722__91__c__93__+4_M_s_0803__91__c__93__+3_M_s_1207__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0126__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0394__91__c__93__+M_s_0794__91__c__93__+M_s_1395__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3718__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2783__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0312__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0066__91__c__93__+M_s_0181__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1322__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0796__91__e__93__+M_s_0966__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_4173__91__c__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
0.25542094_M_s_0694__91__c__93__+0.25642888_M_s_3740__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0434__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_2969__91__erm__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0803__91__c__93__+M_s_4134__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0531__91__lp__93__+M_s_2964__91__lp__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0794__91__c__93__+M_s_1322__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0448__91__n__93__+M_s_0800__91__n__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3559__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0010__91__c__93__+M_s_0794__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0794__91__c__93__+M_s_1194__91__c__93__+M_s_1322__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1324__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_2785__91__erm__93__+M_s_3032__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1061__91__e__93__,332,0,0,332,Balanced,1.0,11,0,0,11,Balanced,1.0
M_s_1408__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0434__91__c__93__+M_s_0973__91__c__93__+M_s_1587__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0349__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3043__91__lp__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0423__91__c__93__+M_s_0794__91__c__93__,0,0,332,332,Singleton,1.0,0,0,11,11,Singleton,1.0
M_s_0181__91__e__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_3182__91__erm__93__+M_s_3188__91__erm__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_0529__91__c__93__+M_s_0794__91__c__93__+M_s_4191__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
M_s_1322__91__c__93__+M_s_3551__91__c__93__,0,332,0,332,Concordant,1.0,0,11,0,11,Concordant,1.0
